X,Y
84,403
142,729
943,932
335,828
73,648
204,928
506,270
21,966
192,941
398,413
353,551
303,537
797,532
356,242
191,488
642,349
709,325
792,485
708,187
18,893
872,790
337,181
782,909
111,770
319,177
576,642
418,58
985,881
9,356
927,263
605,71
503,973
719,943
324,547
908,852
947,752
384,321
231,884
513,313
606,935
646,288
89,232
586,592
784,219
850,658
188,826
183,705
432,321
298,154
164,87
526,690
539,651
439,940
717,257
948,769
893,213
98,684
298,906
766,610
773,58
520,808
542,389
205,472
835,566
848,679
666,225
926,121
721,86
350,894
291,997
660,421
925,198
552,329
288,910
245,228
320,474
705,138
582,617
799,111
210,721
779,462
853,282
790,691
304,718
439,660
116,268
129,334
216,321
956,210
813,909
162,687
356,385
839,802
302,912
268,486
826,636
253,1
207,791
711,599
607,249
248,534
816,443
892,968
317,588
416,809
554,564
769,147
584,547
99,707
427,883
235,175
777,736
382,819
877,752
866,703
243,961
331,303
150,101
187,431
340,845
847,421
862,218
964,160
61,555
150,314
547,78
439,559
930,287
85,194
678,373
343,249
658,497
723,309
605,295
47,493
963,38
112,840
546,683
227,669
618,313
401,314
247,523
262,262
505,658
971,431
621,72
814,139
591,81
943,385
66,752
147,781
629,694
92,879
820,977
423,535
644,627
8,951
511,708
673,240
498,261
657,118
649,736
330,932
85,511
787,654
354,464
542,372
142,174
148,639
826,590
793,746
830,549
347,224
728,806
547,635
196,409
245,871
369,192
529,309
481,684
737,260
481,841
400,208
76,150
386,245
901,485
427,210
429,31
67,423
271,252
349,448
721,929
852,59
321,7
223,609
944,76
82,636
127,23
743,146
566,400
396,318
316,301
535,697
260,601
39,330
392,161
655,395
223,545
70,608
240,424
278,357
677,1
804,443
170,361
705,171
45,67
47,555
478,414
701,160
173,624
409,810
799,588
422,260
951,764
982,404
529,951
0,407
446,346
154,424
887,412
65,189
779,341
629,888
47,406
627,209
584,509
746,689
132,326
987,275
386,724
411,950
519,243
487,64
313,104
606,817
485,939
454,760
532,252
503,1
294,802
394,315
204,301
690,348
699,904
272,329
640,139
932,175
475,961
8,288
908,106
379,615
900,175
614,306
695,933
720,666
211,126
404,603
576,619
304,928
0,997
844,170
589,31
866,99
591,700
156,371
154,493
706,102
202,564
405,432
161,89
341,880
195,319
967,385
274,656
461,118
942,282
383,469
142,529
14,496
993,533
695,848
544,509
34,113
394,754
332,136
655,269
912,929
100,317
773,831
174,442
717,104
888,911
157,550
571,861
930,898
472,3
976,56
334,503
564,713
674,598
952,542
666,593
987,856
186,268
569,33
713,115
172,359
869,706
342,863
913,569
379,388
283,329
935,313
141,604
766,252
168,689
529,692
309,285
342,994
642,729
805,211
891,119
350,113
583,496
699,778
767,31
673,546
815,468
682,532
351,103
538,105
675,560
117,17
673,145
27,961
850,790
456,501
8,5
847,884
186,521
897,58
35,734
808,238
917,846
913,546
914,544
584,200
920,688
414,611
468,76
783,871
127,951
673,432
928,897
943,479
505,758
664,118
182,203
324,354
370,304
966,578
340,631
825,692
558,547
763,214
175,291
888,388
457,451
719,188
18,756
934,933
765,917
634,503
968,130
980,69
624,213
502,508
442,115
399,289
445,293
827,699
840,107
843,673
485,470
710,78
533,649
597,97
179,124
823,673
719,194
749,55
792,91
827,870
330,585
987,458
100,815
914,589
538,414
892,171
587,659
140,332
968,690
722,848
574,241
565,216
59,499
148,269
711,192
624,59
412,469
486,689
708,946
446,330
441,944
28,617
7,876
90,571
909,888
580,288
497,599
107,172
914,665
913,958
94,509
693,186
926,301
13,759
651,989
961,231
755,263
729,237
984,450
814,70
714,503
660,74
426,474
278,911
767,210
257,859
643,179
418,428
139,657
226,467
507,453
375,782
982,48
480,815
622,919
884,496
567,224
729,416
774,347
553,249
404,169
412,0
931,137
828,941
154,749
734,372
989,58
928,599
453,15
988,886
20,760
255,170
216,256
771,485
86,436
256,133
174,740
88,963
990,936
66,475
102,832
896,322
272,993
29,957
271,253
703,11
885,188
998,540
444,434
782,537
638,635
92,901
461,897
480,287
788,923
393,439
151,265
79,919
463,386
943,517
364,422
827,778
911,626
824,503
597,641
505,791
366,842
615,804
739,457
792,601
218,592
181,898
825,512
138,792
334,371
513,866
960,758
571,55
459,436
768,288
583,127
636,546
877,630
760,227
252,871
449,757
581,706
919,566
681,82
672,384
587,492
498,709
849,129
100,211
293,455
772,573
80,720
149,332
235,42
574,471
75,368
150,427
898,174
210,821
48,117
232,840
123,29
770,678
387,921
592,428
638,988
366,426
126,80
499,969
175,597
222,227
49,281
815,246
328,906
37,895
346,804
177,385
506,471
517,263
433,151
969,116
647,284
722,780
525,185
889,823
565,487
248,580
109,49
843,933
494,283
764,207
561,697
821,4
969,777
108,140
204,414
903,241
612,593
863,10
380,640
738,228
529,437
44,267
490,683
647,697
416,629
808,305
443,397
219,704
938,581
494,373
215,138
18,789
816,313
190,627
890,363
10,602
61,791
121,682
458,770
651,36
577,210
290,919
841,139
180,249
36,787
3,421
751,331
747,240
411,842
695,257
18,846
620,587
621,419
365,344
109,1000
704,944
862,557
126,108
103,465
992,693
26,445
83,394
924,102
942,893
542,50
271,986
296,418
229,646
65,139
44,958
575,372
726,229
349,85
136,916
675,493
691,111
657,870
29,796
676,137
262,273
225,486
403,222
552,43
984,469
712,972
748,824
547,521
321,193
50,4
258,715
563,711
59,603
285,55
517,518
452,958
59,726
937,167
217,359
705,203
304,298
547,146
502,692
282,859
112,164
643,672
279,61
543,913
629,290
260,466
866,639
55,662
692,86
348,114
691,120
183,745
831,400
487,97
124,439
336,434
465,18
0,446
366,904
219,1000
412,318
65,772
715,99
795,188
798,216
4,229
916,149
238,620
684,533
112,263
344,332
564,339
963,863
927,98
800,581
231,182
905,589
911,382
350,491
805,841
438,262
441,948
362,744
424,90
263,274
203,227
266,557
117,32
732,357
628,931
979,351
574,303
349,823
879,116
171,331
49,972
479,396
328,645
353,594
856,523
921,428
468,575
319,427
243,285
587,449
505,392
412,336
483,720
264,706
39,796
693,258
999,34
743,811
63,372
856,44
212,326
284,618
548,98
839,174
690,236
354,313
420,669
993,573
23,956
124,1
870,183
279,303
477,323
59,459
915,184
418,93
679,74
200,960
484,797
13,423
38,334
872,943
107,153
725,23
822,46
883,443
241,514
203,683
816,440
745,580
876,342
975,605
60,592
261,856
514,140
408,922
428,868
194,826
27,976
202,509
68,928
771,841
757,229
60,739
438,359
861,437
607,785
835,888
934,337
809,734
336,277
441,340
36,962
862,734
305,940
188,770
724,579
505,500
682,978
90,202
803,626
686,51
701,714
158,114
906,870
667,513
51,356
642,268
602,319
954,467
468,59
506,939
842,84
281,486
686,614
379,462
930,626
43,996
414,747
222,376
946,533
668,196
160,733
922,891
692,273
974,579
34,350
884,803
508,102
42,680
425,730
928,560
139,319
706,337
200,237
211,891
790,300
132,749
155,175
308,578
644,676
496,442
393,501
167,274
109,395
481,190
167,860
789,931
314,770
460,430
180,479
366,798
471,458
595,955
663,984
205,358
356,8
253,394
394,412
51,451
123,34
771,415
904,477
660,398
636,87
310,918
404,237
571,624
119,129
131,826
509,867
606,115
295,596
522,589
820,982
613,559
268,196
568,41
554,59
885,235
850,277
537,935
383,752
92,553
366,542
773,720
184,9
143,925
485,805
587,673
852,521
775,209
620,632
69,776
444,762
126,518
736,392
373,906
767,466
308,896
938,497
296,430
638,329
569,981
989,371
424,847
869,77
107,939
289,458
899,820
358,473
958,833
636,324
595,542
397,767
184,882
592,373
491,834
960,159
482,404
164,871
19,67
446,172
766,672
213,840
216,193
745,24
536,563
721,66
666,47
317,776
594,395
652,650
98,561
698,832
865,172
466,188
639,317
823,1
549,725
99,45
404,408
723,457
133,813
932,926
326,916
966,560
999,182
3,382
669,271
65,620
810,714
114,578
232,335
173,498
370,67
219,917
855,737
604,810
933,541
35,308
799,926
982,390
236,176
568,464
172,641
210,537
528,55
895,603
765,677
333,66
730,61
671,663
442,264
368,534
436,633
99,464
789,617
933,274
790,696
92,630
123,375
473,5
609,404
155,666
477,863
338,524
37,990
852,542
261,839
454,821
791,94
490,214
277,550
54,428
199,456
95,450
253,197
863,715
757,628
545,273
563,761
152,218
549,259
665,913
945,64
703,800
994,118
135,955
200,310
40,742
914,823
186,72
776,856
52,767
260,185
273,242
699,673
407,381
641,668
899,973
80,568
623,338
420,24
263,717
505,504
725,845
495,554
274,483
445,388
913,264
320,991
320,756
837,511
666,36
536,464
582,762
268,265
445,510
563,257
401,310
356,27
400,837
889,64
37,508
441,321
244,252
719,78
289,309
413,418
951,94
366,962
837,156
590,94
542,332
294,445
902,914
460,534
23,761
356,158
513,810
484,739
516,983
886,141
757,237
346,28
157,466
851,455
555,78
874,15
741,290
803,609
156,545
210,964
752,128
71,294
240,894
777,481
655,914
99,263
658,976
301,325
169,266
823,99
720,83
167,748
540,79
457,158
850,267
280,16
141,662
57,588
117,572
4,411
727,241
17,447
227,8
426,519
275,85
760,174
350,566
324,300
101,866
472,160
499,41
86,414
943,286
717,279
283,290
600,679
255,100
150,821
732,716
880,578
162,188
725,410
761,702
356,700
784,22
648,807
653,609
736,903
105,137
566,530
231,12
477,929
434,100
119,169
267,993
41,24
510,841
424,399
835,827
81,2
878,127
431,208
689,80
408,780
980,84
710,891
494,127
829,623
386,528
193,667
229,900
564,402
868,989
152,388
12,530
536,281
603,233
912,397
755,874
704,571
108,675
158,569
161,275
535,717
428,933
755,144
45,10
55,279
776,46
109,543
38,829
502,373
847,66
235,3
89,42
500,620
706,456
775,898
627,729
17,923
282,280
507,86
973,268
399,716
383,166
83,893
688,988
982,663
428,623
457,838
702,421
423,500
178,391
536,393
580,338
650,772
865,270
61,635
301,455
434,591
827,177
240,384
830,173
517,295
360,308
481,106
430,209
316,601
866,441
798,170
10,790
350,287
20,73
412,792
416,928
537,540
381,380
864,622
103,594
339,910
588,1000
858,401
674,185
34,805
772,245
769,56
1000,346
456,782
530,541
870,743
469,882
41,429
46,282
83,600
975,830
220,491
193,578
722,975
603,964
915,283
568,444
769,742
398,371
114,324
837,993
392,66
177,617
23,735
225,863
942,437
944,767
885,723
249,69
323,730
481,262
43,965
651,356
765,40
621,541
424,8
582,485
315,465
555,744
577,367
985,572
800,969
604,399
70,107
965,767
821,963
339,848
987,66
290,769
573,218
382,164
495,480
71,753
563,92
445,709
9,585
854,538
929,830
54,292
262,639
742,375
428,360
302,852
324,829
744,944
860,135
958,66
923,877
543,531
965,432
725,65
906,609
761,360
920,902
486,852
162,130
654,601
535,264
265,982
118,513
407,83
199,103
187,232
310,361
430,703
674,419
571,677
806,214
98,375
272,395
121,322
485,623
496,357
116,936
949,784
648,405
873,128
489,294
682,430
953,382
834,682
485,113
987,36
994,462
394,859
73,443
486,788
691,444
672,234
523,233
111,379
471,550
662,693
269,799
407,267
214,678
784,560
309,229
9,157
31,173
899,297
318,96
195,642
461,475
576,560
226,464
600,257
625,279
699,867
195,100
99,983
619,478
979,368
910,137
242,947
702,662
533,380
322,269
636,912
485,562
2,130
544,62
505,217
632,947
634,737
773,807
795,595
760,37
574,141
690,601
584,360
266,57
618,537
45,795
755,934
202,367
679,422
438,117
802,633
25,195
517,542
416,712
355,495
922,897
131,857
172,504
763,720
999,514
933,136
297,160
66,354
268,575
260,913
723,843
441,983
557,897
330,519
860,999
678,910
397,886
671,430
461,922
276,658
657,415
927,489
533,717
117,454
353,630
602,18
591,903
998,581
724,2
252,112
219,242
489,111
965,327
347,783
307,313
716,910
481,225
242,174
793,262
280,556
606,999
223,102
85,295
548,585
38,695
862,973
990,408
811,5
148,95
780,509
575,270
176,52
723,372
926,181
496,458
966,620
191,699
308,260
629,463
734,461
227,709
198,695
780,115
439,810
484,295
251,944
982,564
108,706
115,367
481,972
442,884
145,382
488,714
505,530
22,981
290,41
31,7
704,608
314,641
522,578
463,847
507,95
149,829
736,123
141,950
816,478
545,246
618,216
359,374
861,954
390,336
455,472
408,900
281,513
431,385
982,470
850,695
162,975
760,621
107,399
766,410
32,841
303,437
955,802
211,974
355,983
28,886
560,999
594,130
233,624
821,200
300,953
894,277
559,271
402,883
42,404
963,534
166,406
126,943
288,661
135,357
162,806
820,164
707,445
39,54
60,420
81,533
525,864
61,318
706,409
781,481
719,646
661,661
181,993
8,700
313,152
503,130
653,554
761,836
88,472
682,993
928,795
397,487
2,821
95,566
541,19
714,142
817,470
68,884
445,96
323,509
291,740
900,449
69,359
227,219
933,315
731,817
196,904
802,350
376,340
223,57
935,411
873,248
111,268
872,588
48,477
87,85
250,666
190,700
646,501
977,24
767,844
616,892
895,53
502,270
855,245
151,587
423,158
39,629
144,62
508,651
485,309
377,806
313,339
191,85
751,790
86,144
680,707
251,135
247,552
293,787
678,937
71,971
740,248
173,182
289,187
158,767
915,504
703,903
900,946
999,566
215,448
805,70
60,658
825,225
879,175
552,890
447,919
716,785
547,405
23,787
481,817
960,858
223,176
369,796
199,776
657,596
270,170
706,477
861,289
477,125
875,116
832,429
1,268
240,421
174,557
247,651
422,962
588,134
167,652
118,296
495,696
226,448
608,123
269,166
597,32
628,557
724,830
269,645
271,902
341,767
884,106
355,167
912,207
941,361
494,459
12,605
369,938
42,152
322,678
560,595
818,158
914,531
373,451
384,699
489,577
200,731
130,133
498,121
780,246
393,795
87,602
761,312
701,781
129,496
704,414
760,138
371,512
982,816
437,320
277,142
183,889
213,244
774,981
415,952
157,342
601,714
764,553
654,930
670,873
257,821
708,119
694,34
199,514
700,466
197,513
226,181
183,6
55,527
395,878
489,224
1,599
436,687
534,463
630,361
16,907
741,961
751,50
37,708
11,215
680,296
864,315
93,148
144,204
884,824
452,846
688,689
304,224
518,38
603,954
5,897
784,471
844,35
387,671
316,439
82,451
813,144
111,687
326,562
757,800
336,868
124,322
623,958
622,206
683,118
51,650
418,487
576,939
315,193
630,919
228,965
512,686
942,400
747,590
811,801
274,12
537,951
996,949
23,827
807,696
311,91
212,322
148,469
29,782
916,600
159,671
530,346
644,168
922,946
41,929
488,162
250,101
618,381
107,103
465,688
544,359
733,824
27,743
124,837
878,581
151,712
852,11
356,101
971,41
826,688
195,78
947,602
535,904
461,232
640,106
906,384
17,761
292,527
426,156
326,240
621,222
14,477
721,764
751,133
697,497
2,84
812,357
886,934
73,889
165,860
234,752
151,147
774,981
816,376
479,217
646,720
321,700
976,398
769,690
814,473
383,828
20,88
687,820
121,423
47,571
576,644
461,37
185,337
390,262
611,100
447,584
354,705
608,314
520,204
136,24
818,72
154,902
459,940
817,195
587,196
266,305
818,461
823,169
513,702
479,892
265,715
792,856
41,282
406,0
615,974
158,209
358,538
641,425
851,635
862,217
327,33
37,812
965,264
959,825
347,441
747,467
315,465
373,369
209,192
942,474
975,746
837,894
940,336
829,947
269,725
883,561
767,636
502,859
841,711
499,889
953,615
932,485
312,412
984,135
945,833
266,83
530,586
369,931
383,120
474,851
5,255
667,841
182,568
96,583
281,803
945,450
240,408
336,219
554,377
877,906
976,461
467,222
756,375
886,913
425,668
161,98
835,820
403,411
494,574
822,429
339,35
51,808
503,721
33,316
820,203
706,369
148,519
930,918
815,487
180,108
648,943
510,752
808,246
476,830
207,530
713,946
78,132
920,996
880,786
717,258
374,226
56,956
893,575
604,241
879,55
980,524
484,239
701,185
664,439
202,865
206,963
369,258
48,429
637,461
363,19
55,838
490,129
711,768
285,383
1,370
398,29
942,369
277,831
480,141
684,272
299,488
493,55
482,329
542,962
959,915
587,494
607,954
926,32
115,649
514,293
934,52
514,854
919,800
956,57
625,672
366,697
678,143
710,119
716,225
602,317
307,483
37,405
901,76
185,662
914,646
149,839
511,879
640,729
430,439
562,241
745,934
956,895
714,484
558,648
626,323
222,370
34,556
844,344
93,782
256,184
886,749
346,681
406,808
675,675
663,386
519,30
746,390
711,336
652,367
175,734
269,839
206,490
954,671
988,82
841,219
872,373
803,949
639,665
591,576
1000,469
262,208
363,529
831,878
843,514
729,122
23,179
268,91
41,332
751,634
32,519
631,113
780,703
571,649
205,496
337,557
742,116
11,886
12,431
240,538
574,207
51,21
941,388
807,976
496,842
100,661
719,946
778,557
413,466
29,990
546,801
743,430
41,971
685,402
970,622
571,621
874,691
188,543
880,417
368,224
817,455
79,234
371,569
837,688
13,713
741,847
806,332
676,453
255,347
662,946
116,902
922,948
461,790
639,431
175,508
1000,145
470,899
432,248
694,727
718,12
775,515
876,244
506,763
98,514
489,381
313,912
244,139
488,179
534,354
835,314
11,498
783,150
201,185
95,71
976,675
899,613
637,233
860,737
756,154
4,282
860,699
676,638
935,449
968,80
511,462
872,348
686,675
891,962
971,821
207,806
417,795
94,407
555,724
727,27
45,226
423,59
172,952
189,463
209,540
417,463
351,272
779,840
143,924
1,932
14,129
36,497
65,122
906,627
698,655
499,818
506,822
742,195
303,76
487,403
411,511
926,505
966,438
42,361
175,578
888,197
260,398
582,130
821,880
912,133
720,930
601,19
592,971
114,670
552,35
400,946
258,383
882,224
280,638
761,424
426,832
618,260
175,998
506,695
491,621
312,101
80,999
124,748
401,562
999,244
759,813
158,786
119,831
237,949
965,833
549,221
919,801
296,465
445,525
609,120
204,349
74,276
397,337
620,328
146,407
409,314
719,149
457,352
415,391
244,109
909,748
893,472
585,725
856,462
236,132
947,545
0,457
733,511
832,916
305,24
420,972
194,582
974,341
387,489
740,50
716,979
13,391
477,783
147,30
526,274
995,993
445,310
501,465
118,495
24,255
330,370
134,846
704,592
606,911
240,41
540,920
501,399
663,531
651,21
240,739
837,231
383,774
227,233
445,812
359,227
101,900
509,43
378,277
646,992
121,464
236,794
376,972
274,56
987,960
225,2
138,322
617,503
810,696
348,599
215,328
415,78
464,152
853,724
86,432
499,474
305,835
998,5
924,896
748,475
865,755
411,8
911,378
256,363
166,736
56,108
309,499
542,726
467,338
304,300
518,339
568,628
951,145
137,405
973,973
725,15
391,20
351,0
328,894
978,660
359,160
3,990
809,937
767,216
948,336
205,601
633,946
192,561
542,276
874,133
427,674
511,617
940,614
385,205
217,512
502,816
508,257
773,887
443,172
472,642
548,518
893,191
921,120
276,275
369,659
154,865
838,591
244,318
364,685
781,262
787,799
649,357
748,810
671,913
52,392
811,463
71,542
304,579
570,328
285,822
144,484
588,418
339,712
624,207
740,139
212,547
886,176
533,650
961,417
878,653
595,174
499,451
391,826
108,478
564,217
720,352
389,232
984,615
446,204
646,267
149,436
809,377
952,990
304,369
242,171
770,635
877,221
818,478
68,75
637,340
794,93
910,593
309,608
549,218
788,99
609,526
427,525
105,807
801,975
206,559
707,188
181,122
351,157
344,258
411,755
418,556
265,121
481,377
655,138
690,463
107,84
372,854
886,384
95,97
629,786
986,309
681,137
88,321
318,996
956,79
6,879
118,461
835,917
831,374
393,369
741,526
530,30
831,957
587,804
439,185
216,941
748,340
36,180
922,644
196,671
93,805
656,222
127,656
1,693
978,34
708,341
704,585
30,404
706,646
77,276
464,746
990,876
100,686
330,501
783,975
44,243
231,928
646,317
503,154
117,580
181,972
62,649
41,230
695,859
283,778
912,639
692,190
754,682
12,215
133,838
437,404
244,162
937,461
274,720
967,704
118,630
793,844
664,644
354,53
524,171
353,842
601,959
311,340
370,843
956,641
27,420
111,760
353,799
547,578
321,803
174,733
379,757
463,148
940,965
701,324
836,41
64,372
459,327
973,492
138,230
227,981
815,768
700,282
981,179
491,967
48,902
240,668
595,794
140,222
328,745
808,45
62,293
598,272
226,650
461,205
944,374
693,890
40,157
25,946
914,191
438,952
997,436
417,142
310,228
72,978
221,669
333,165
548,405
435,20
918,62
23,658
520,192
248,330
736,682
314,199
256,641
946,429
658,788
416,470
245,411
70,692
817,181
394,103
220,777
883,667
563,990
574,826
513,525
355,104
207,399
518,696
24,256
544,606
537,157
616,963
175,405
510,691
1000,12
981,13
122,670
20,368
877,878
956,94
888,602
301,589
715,922
989,33
818,626
652,322
621,502
327,610
785,342
534,669
669,653
544,197
677,530
755,591
117,195
944,322
518,513
880,264
530,144
9,279
353,257
398,463
909,804
790,138
873,331
909,627
205,880
730,961
420,663
288,167
761,435
244,839
864,64
241,185
671,462
326,972
989,785
64,282
616,65
175,481
88,815
376,939
266,227
586,342
270,561
656,243
294,114
761,916
27,657
42,246
375,817
554,859
199,293
906,78
708,580
587,248
195,419
34,18
197,519
92,794
730,106
395,330
158,33
266,561
700,348
30,445
892,646
34,628
781,198
271,784
160,132
795,316
338,160
16,654
885,338
688,506
210,41
134,720
69,757
55,460
214,379
253,825
481,941
777,439
967,364
71,375
167,59
498,238
40,446
19,468
434,816
213,609
444,824
540,605
228,867
498,299
755,854
54,797
92,183
718,188
46,783
990,198
670,193
123,39
146,870
772,866
433,52
176,970
807,243
368,485
847,971
753,178
149,530
817,348
951,412
730,449
954,836
800,645
885,181
702,688
673,355
364,414
481,491
811,397
791,274
882,170
825,700
315,725
546,556
9,567
295,683
349,266
2,824
309,1
454,166
258,885
225,276
121,725
925,805
750,438
268,545
434,840
604,973
411,452
4,530
141,590
50,286
307,156
92,704
625,74
826,47
688,541
520,660
466,251
62,691
295,48
693,547
149,511
372,729
930,875
166,118
16,183
420,589
267,313
767,30
682,564
400,543
138,245
656,134
116,19
738,133
206,453
168,219
244,512
7,404
692,976
585,701
268,427
618,457
559,197
419,71
450,955
590,599
369,113
846,773
827,157
7,403
648,288
645,364
706,539
929,985
451,684
397,782
299,236
549,775
444,679
822,955
460,625
554,713
598,148
416,776
441,900
414,265
979,457
452,438
347,333
36,216
154,132
858,258
606,104
656,451
378,367
864,200
546,473
407,406
236,351
812,1
842,260
775,510
751,7
301,552
547,4
715,396
151,926
597,417
718,891
602,684
484,814
283,247
835,292
66,960
366,459
588,694
943,151
598,476
658,993
959,208
450,503
829,51
723,878
98,994
461,765
532,428
552,303
198,191
551,922
140,941
468,360
683,493
750,266
194,262
852,933
894,566
33,85
523,997
346,271
754,55
229,736
603,926
95,66
106,252
421,304
247,410
485,941
148,218
304,193
567,992
148,29
897,173
836,852
892,862
428,332
10,121
977,652
719,914
501,538
619,42
1,222
491,509
289,294
887,291
210,40
726,278
829,954
342,498
692,266
308,978
308,22
755,570
958,936
265,209
882,889
936,358
410,32
984,347
685,987
178,578
107,545
699,85
43,582
310,871
210,843
98,23
461,982
663,699
723,643
112,331
485,234
897,120
800,666
57,317
878,260
687,808
461,287
463,74
932,796
406,806
355,459
128,638
617,585
588,463
126,80
877,878
550,895
460,908
887,952
321,631
270,359
657,631
36,890
272,458
773,621
409,943
858,307
220,17
378,415
965,942
845,983
922,943
187,662
962,422
952,705
336,466
724,204
981,87
898,608
601,739
39,85
213,577
16,680
940,112
279,261
874,871
328,864
358,642
705,535
325,553
572,169
676,548
238,189
399,607
408,746
932,440
402,424
297,396
956,710
867,692
578,120
984,906
382,78
779,908
604,720
851,48
890,631
660,630
742,441
297,541
22,973
968,316
666,78
522,6
570,575
63,490
406,723
869,297
52,818
261,373
319,629
486,844
817,953
828,486
628,502
913,365
437,268
687,938
362,697
389,404
581,616
809,793
618,214
424,276
744,645
156,752
685,676
496,262
356,101
995,649
686,916
64,948
969,982
288,897
424,134
989,713
745,424
926,172
473,742
191,142
893,429
34,517
732,422
56,492
811,145
193,202
906,164
749,605
439,506
714,280
717,719
788,975
646,224
922,432
425,656
826,375
500,353
951,899
687,696
195,901
783,937
469,725
941,206
546,985
764,604
656,995
564,246
107,624
168,345
849,455
857,253
97,380
337,965
704,416
179,1000
522,516
907,222
819,83
906,938
150,449
363,612
23,905
162,458
173,14
228,896
711,90
556,299
626,418
796,919
370,610
768,311
88,490
911,60
519,432
52,259
374,694
13,442
738,228
700,302
535,95
572,618
524,267
769,295
943,676
243,913
716,46
737,812
999,629
558,818
590,417
830,482
935,598
527,372
996,877
764,460
385,531
242,565
50,881
409,894
896,461
405,484
783,45
980,157
3,131
909,762
272,975
881,654
873,960
11,728
155,849
609,294
767,583
582,891
537,642
585,274
981,268
571,804
360,749
377,207
703,851
852,673
817,326
513,29
343,440
878,939
908,367
952,901
367,432
497,61
713,19
807,295
807,454
534,823
455,996
949,767
343,559
310,966
695,189
705,334
410,355
362,535
104,474
172,317
458,914
193,177
51,507
46,757
97,294
178,596
821,235
704,639
753,891
507,629
651,832
